Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
512453,SHRJAGP,Shri Jagdamba Polymers Ltd,01 Nov 2017,Stock  Split From Rs.10/- to Rs.1/-,02 Nov 2017,-,-,26 Oct 2017,01 Nov 2017,-
532514,IGL,Indraprastha Gas Ltd,09 Nov 2017,Stock  Split From Rs.10/- to Rs.2/-,10 Nov 2017,-,-,03 Nov 2017,09 Nov 2017,-
530621,AAIL,Akar Auto Industries Ltd,29 Nov 2017,Stock  Split From Rs.10/- to Rs.5/-,01 Dec 2017,-,-,24 Nov 2017,29 Nov 2017,-
539773,ADVIKCA,Advik Capital Ltd,14 Dec 2017,Stock  Split From Rs.10/- to Rs.1/-,15 Dec 2017,-,-,08 Dec 2017,14 Dec 2017,-
513291,PREMPIPES,Premier Pipes Ltd,22 Dec 2017,Stock  Split From Rs.10/- to Rs.5/-,26 Dec 2017,-,-,18 Dec 2017,22 Dec 2017,-
531543,JINDWORLD,Jindal Worldwide Ltd,26 Dec 2017,Stock  Split From Rs.10/- to Rs.5/-,27 Dec 2017,-,-,19 Dec 2017,26 Dec 2017,-
530883,SUCROSA,Super Crop Safe Ltd,04 Jan 2018,Stock  Split From Rs.10/- to Rs.2/-,05 Jan 2018,-,-,29 Dec 2017,04 Jan 2018,-
505729,SINGER,Singer India Ltd,17 Jan 2018,Stock  Split From Rs.10/- to Rs.2/-,18 Jan 2018,-,-,11 Jan 2018,17 Jan 2018,-
532240,INDNIPPON,India Nippon Electricals Ltd,21 Mar 2018,Stock  Split From Rs.10/- to Rs.5/-,22 Mar 2018,-,-,15 Mar 2018,21 Mar 2018,-
503101,MARATHON,Marathon Nextgen Realty Ltd,05 Apr 2018,Stock  Split From Rs.10/- to Rs.5/-,06 Apr 2018,-,-,28 Mar 2018,05 Apr 2018,-
540696,KCDGROUP,KCD Industries India Ltd,10 Apr 2018,Stock  Split From Rs.10/- to Rs.5/-,11 Apr 2018,-,-,04 Apr 2018,10 Apr 2018,-
590006,AMRUTANJAN,Amrutanjan Health Care Ltd,13 Apr 2018,Stock  Split From Rs.2/- to Rs.1/-,16 Apr 2018,-,-,09 Apr 2018,13 Apr 2018,-
539310,THINKINK,Thinkink Picturez Ltd,17 Apr 2018,Stock  Split From Rs.10/- to Rs.1/-,18 Apr 2018,-,-,11 Apr 2018,17 Apr 2018,-
507552,FOODSIN,Foods & Inns Ltd,19 Apr 2018,Stock  Split From Rs.10/- to Rs.1/-,20 Apr 2018,-,-,13 Apr 2018,19 Apr 2018,-
506590,PCBL,PCBL Chemical Ltd,19 Apr 2018,Stock  Split From Rs.10/- to Rs.2/-,20 Apr 2018,-,-,13 Apr 2018,19 Apr 2018,-
539148,SHIVALIK,Shivalik Rasayan Ltd,19 Apr 2018,Stock  Split From Rs.10/- to Rs.5/-,20 Apr 2018,-,-,13 Apr 2018,19 Apr 2018,-
539620,KEIL,Kanoria Energy & Infrastructure Ltd,20 Apr 2018,Stock  Split From Rs.10/- to Rs.5/-,23 Apr 2018,-,-,16 Apr 2018,20 Apr 2018,-
534309,NBCC,NBCC (India) Ltd,25 Apr 2018,Stock  Split From Rs.2/- to Rs.1/-,26 Apr 2018,-,-,19 Apr 2018,25 Apr 2018,-
506373,CITURGIA,Citurgia Biochemicals Ltd,26 Apr 2018,Stock  Split From Rs.10/- to Rs.2/-,30 Apr 2018,-,-,23 Apr 2018,26 Apr 2018,-
539228,GGPL,Gala Global Products Ltd,10 May 2018,Stock  Split From Rs.10/- to Rs.5/-,12 May 2018,-,-,07 May 2018,10 May 2018,-
502850,ZGAEKWAR,Gaekwar Mills Ltd ,31 May 2018,Stock  Split From Rs.100/- to Rs.10/-,01 Jun 2018,-,-,25 May 2018,31 May 2018,-
532796,LUMAXTECH,Lumax Auto Technologies Ltd,07 Jun 2018,Stock  Split From Rs.10/- to Rs.2/-,08 Jun 2018,-,-,01 Jun 2018,07 Jun 2018,-
537766,BCP,B.C. Power Controls Ltd,14 Jun 2018,Stock  Split From Rs.10/- to Rs.2/-,15 Jun 2018,-,-,08 Jun 2018,14 Jun 2018,-
532432,UNITDSPR,United Spirits Ltd,15 Jun 2018,Stock  Split From Rs.10/- to Rs.2/-,18 Jun 2018,-,-,11 Jun 2018,15 Jun 2018,-
531518,VIKASPROP,Vikas Proppant & Granite Ltd,22 Jun 2018,Stock  Split From Rs.10/- to Rs.1/-,25 Jun 2018,-,-,18 Jun 2018,22 Jun 2018,-
532646,UNIPLY,Uniply Industries Ltd,25 Jun 2018,Stock  Split From Rs.10/- to Rs.2/-,26 Jun 2018,-,-,19 Jun 2018,25 Jun 2018,-
512573,AVANTIFEED,Avanti Feeds Ltd,26 Jun 2018,Stock  Split From Rs.2/- to Rs.1/-,27 Jun 2018,-,-,20 Jun 2018,26 Jun 2018,-
531344,CONCOR,Container Corporation of India Ltd,26 Jun 2018,Stock  Split From Rs.10/- to Rs.5/-,27 Jun 2018,-,-,20 Jun 2018,26 Jun 2018,-
526227,FILATEX,Filatex India Ltd,27 Jun 2018,Stock  Split From Rs.10/- to Rs.2/-,28 Jun 2018,-,-,21 Jun 2018,27 Jun 2018,-
523151,OTCO,OTCO International Ltd,10 Jul 2018,Stock  Split From Rs.10/- to Rs.2/-,11 Jul 2018,-,-,04 Jul 2018,10 Jul 2018,-
506414,FERMENTA,Fermenta Biotech Ltd,08 Aug 2018,Stock  Split From Rs.10/- to Rs.5/-,09 Aug 2018,-,-,02 Aug 2018,08 Aug 2018,-
500412,TIRUMALCHM,Thirumalai Chemicals Ltd,14 Aug 2018,Stock  Split From Rs.10/- to Rs.1/-,17 Aug 2018,-,-,09 Aug 2018,14 Aug 2018,-
504067,ZENSARTECH,Zensar Technologies Ltd,07 Sep 2018,Stock  Split From Rs.10/- to Rs.2/-,10 Sep 2018,-,-,03 Sep 2018,07 Sep 2018,-
539407,GENCON,Generic Engineering Construction and Projects Ltd,17 Sep 2018,Stock  Split From Rs.10/- to Rs.5/-,18 Sep 2018,-,-,10 Sep 2018,17 Sep 2018,-
536974,CPL,Captain Polyplast Ltd,19 Sep 2018,Stock  Split From Rs.10/- to Rs.2/-,21 Sep 2018,-,-,12 Sep 2018,19 Sep 2018,-
505283,KIRLPNU,Kirloskar Pneumatic Company Ltd,26 Sep 2018,Stock  Split From Rs.10/- to Rs.2/-,27 Sep 2018,-,-,19 Sep 2018,26 Sep 2018,-
540750,IEX,Indian Energy Exchange Ltd,19 Oct 2018,Stock  Split From Rs.10/- to Rs.1/-,22 Oct 2018,-,-,12 Oct 2018,19 Oct 2018,-
521220,DAMODARIND,Damodar Industries Ltd,25 Oct 2018,Stock  Split From Rs.10/- to Rs.5/-,26 Oct 2018,-,-,19 Oct 2018,25 Oct 2018,-
531543,JINDWORLD,Jindal Worldwide Ltd,31 Oct 2018,Stock  Split From Rs.5/- to Rs.1/-,01 Nov 2018,-,-,25 Oct 2018,31 Oct 2018,-
539594,MISHTANN ,Mishtann Foods Ltd,01 Nov 2018,Stock  Split From Rs.10/- to Rs.1/-,02 Nov 2018,-,-,26 Oct 2018,01 Nov 2018,-
513693,KAJARIR,KIC Metaliks Ltd,02 Nov 2018,Stock  Split From Rs.10/- to Rs.2/-,05 Nov 2018,-,-,29 Oct 2018,02 Nov 2018,-
532713,SAKUMA,Sakuma Exports Ltd,12 Nov 2018,Stock  Split From Rs.10/- to Rs.1/-,13 Nov 2018,-,-,02 Nov 2018,12 Nov 2018,-
531859,ORIRAIL,Oriental Rail Infrastructure Ltd,14 Nov 2018,Stock  Split From Rs.10/- to Rs.1/-,15 Nov 2018,-,-,06 Nov 2018,14 Nov 2018,-
500825,BRITANNIA,Britannia Industries Ltd,29 Nov 2018,Stock  Split From Rs.2/- to Rs.1/-,30 Nov 2018,-,-,22 Nov 2018,29 Nov 2018,-
500078,OAL,Oriental Aromatics Ltd,13 Dec 2018,Stock  Split From Rs.10/- to Rs.5/-,14 Dec 2018,-,-,07 Dec 2018,13 Dec 2018,-
540728,SAYAJIIND,Sayaji Industries Ltd,27 Dec 2018,Stock  Split From Rs.10/- to Rs.5/-,28 Dec 2018,-,-,20 Dec 2018,27 Dec 2018,-
524091,CARYSIL,Carysil Ltd,10 Jan 2019,Stock  Split From Rs.10/- to Rs.2/-,11 Jan 2019,-,-,04 Jan 2019,10 Jan 2019,-
539336,GUJGASLTD,Gujarat Gas Ltd,15 Jan 2019,Stock  Split From Rs.10/- to Rs.2/-,16 Jan 2019,-,-,09 Jan 2019,15 Jan 2019,-
506642,SADHNANIQ,Sadhana Nitro Chem Ltd,29 Jan 2019,Stock  Split From Rs.10/- to Rs.5/-,30 Jan 2019,-,-,23 Jan 2019,29 Jan 2019,-
540954,IWP,The Indian Wood Products Company Ltd,15 Feb 2019,Stock  Split From Rs.10/- to Rs.2/-,19 Feb 2019,-,-,12 Feb 2019,15 Feb 2019,-
540366,RADIOCITY,Music Broadcast Ltd,20 Feb 2019,Stock  Split From Rs.10/- to Rs.2/-,21 Feb 2019,-,-,13 Feb 2019,20 Feb 2019,-
511609,ISLCONSUL,ISL Consulting Ltd,08 Mar 2019,Stock  Split From Rs.10/- to Rs.5/-,11 Mar 2019,-,-,01 Mar 2019,08 Mar 2019,-
508993,KEDIACN,Kedia Construction Company Ltd ,14 Mar 2019,Stock  Split From Rs.10/- to Rs.5/-,15 Mar 2019,-,-,08 Mar 2019,14 Mar 2019,-
508875,NITINCAST,Nitin Castings Ltd,14 Mar 2019,Stock  Split From Rs.10/- to Rs.5/-,15 Mar 2019,-,-,08 Mar 2019,14 Mar 2019,-
533033,ISGEC,ISGEC Heavy Engineering Ltd,28 Mar 2019,Stock  Split From Rs.10/- to Rs.1/-,29 Mar 2019,-,-,22 Mar 2019,27 Mar 2019,-
526959,WOODSVILA,Woodsvilla Ltd,04 Apr 2019,Stock  Split From Rs.10/- to Rs.5/-,05 Apr 2019,-,-,28 Mar 2019,04 Apr 2019,-
531592,GENPHARMA,Genpharmasec Ltd,11 Apr 2019,Stock  Split From Rs.10/- to Rs.1/-,12 Apr 2019,-,-,05 Apr 2019,11 Apr 2019,-
533602,LESHAIND,Lesha Industries Ltd,11 Apr 2019,Stock  Split From Rs.10/- to Rs.1/-,12 Apr 2019,-,-,05 Apr 2019,11 Apr 2019,-
531512,ORIENTTR,Orient Tradelink Ltd,07 May 2019,Stock  Split From Rs.10/- to Rs.2/-,08 May 2019,-,-,02 May 2019,07 May 2019,-
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,14 Jun 2019,Stock  Split From Rs.10/- to Rs.2/-,17 Jun 2019,-,-,10 Jun 2019,14 Jun 2019,-
530581,EKAMLEA,Ekam Leasing & Finance Company Ltd,14 Jun 2019,Stock  Split From Rs.10/- to Rs.5/-,17 Jun 2019,-,-,10 Jun 2019,14 Jun 2019,-
523694,APCOTEXIND,Apcotex Industries Ltd,04 Jul 2019,Stock  Split From Rs.5/- to Rs.2/-,05 Jul 2019,-,-,28 Jun 2019,04 Jul 2019,-
509887,SINNAR,Sinnar Bidi Udyog Ltd,30 Jul 2019,Stock  Split From Rs.10/- to Rs.5/-,31 Jul 2019,-,-,24 Jul 2019,30 Jul 2019,-
502450,SESHAPAPER,Seshasayee Paper and Boards Ltd,19 Aug 2019,Stock  Split From Rs.10/- to Rs.2/-,20 Aug 2019,-,-,13 Aug 2019,19 Aug 2019,-
511768,MASTERTR,Master Trust Ltd,26 Aug 2019,Stock  Split From Rs.10/- to Rs.5/-,27 Aug 2019,-,-,20 Aug 2019,26 Aug 2019,-
519299,PRIMIND,Prime Industries Ltd,12 Sep 2019,Stock  Split From Rs.10/- to Rs.5/-,13 Sep 2019,-,-,05 Sep 2019,12 Sep 2019,-
500180,HDFCBANK,HDFC Bank Ltd,19 Sep 2019,Stock  Split From Rs.2/- to Rs.1/-,20 Sep 2019,-,-,13 Sep 2019,19 Sep 2019,-
531281,MARBLE,Marble City India Ltd,14 Oct 2019,Stock  Split From Rs.10/- to Rs.5/-,15 Oct 2019,-,-,07 Oct 2019,14 Oct 2019,-
539201,SATIA,Satia Industries Ltd,15 Oct 2019,Stock  Split From Rs.10/- to Rs.1/-,16 Oct 2019,-,-,09 Oct 2019,15 Oct 2019,-
501622,AMALGAM,Amalgamated Electricity Company Ltd,24 Oct 2019,Stock  Split From Rs.10/- to Rs.5/-,25 Oct 2019,-,-,17 Oct 2019,23 Oct 2019,-
508807,ISTLTD,I S T Ltd,01 Nov 2019,Stock  Split From Rs.10/- to Rs.5/-,04 Nov 2019,-,-,25 Oct 2019,01 Nov 2019,-
514386,GUJCOTEX,Gujarat Cotex Ltd,22 Nov 2019,Stock  Split From Rs.10/- to Rs.5/-,25 Nov 2019,-,-,18 Nov 2019,22 Nov 2019,-
515127,RAMASIGNS,Ramasigns Industries Ltd,28 Nov 2019,Stock  Split From Rs.10/- to Rs.5/-,29 Nov 2019,-,-,22 Nov 2019,28 Nov 2019,-
521064,TRIDENT,Trident Ltd,13 Dec 2019,Stock  Split From Rs.10/- to Rs.1/-,16 Dec 2019,-,-,09 Dec 2019,13 Dec 2019,-
503816,SWADPOL,Swadeshi Polytex Ltd,09 Jan 2020,Stock  Split From Rs.10/- to Rs.1/-,10 Jan 2020,-,-,03 Jan 2020,09 Jan 2020,-
540673,SIS,SIS Ltd,15 Jan 2020,Stock  Split From Rs.10/- to Rs.5/-,16 Jan 2020,-,-,09 Jan 2020,15 Jan 2020,-
524200,VINATIORGA,Vinati Organics Ltd,05 Feb 2020,Stock  Split From Rs.2/- to Rs.1/-,06 Feb 2020,-,-,30 Jan 2020,05 Feb 2020,-
539875,RSDFIN,RSD Finance Ltd,11 Feb 2020,Stock  Split From Rs.10/- to Rs.5/-,12 Feb 2020,-,-,05 Feb 2020,11 Feb 2020,-
539526,SCTL,Suncare Traders Ltd,06 Mar 2020,Stock  Split From Rs.10/- to Rs.2/-,09 Mar 2020,-,-,02 Mar 2020,06 Mar 2020,-
507944,BAJAJST,Bajaj Steel Industries Ltd,24 Mar 2020,Stock  Split From Rs.10/- to Rs.5/-,26 Mar 2020,-,-,19 Mar 2020,25 Mar 2020,-
541956,IRCON,IRCON International Ltd,03 Apr 2020,Stock  Split From Rs.10/- to Rs.2/-,07 Apr 2020,-,-,27 Mar 2020,03 Apr 2020,-
506642,SADHNANIQ,Sadhana Nitro Chem Ltd,03 Apr 2020,Stock  Split From Rs.5/- to Rs.1/-,07 Apr 2020,-,-,31 Mar 2020,03 Apr 2020,-
539894,MADHAVIPL,Madhav Infra Projects Ltd,27 Apr 2020,Stock  Split From Rs.10/- to Rs.1/-,28 Apr 2020,-,-,21 Apr 2020,27 Apr 2020,-
523023,SINCLAIR,Sinclairs Hotels Ltd,17 Jun 2020,Stock  Split From Rs.10/- to Rs.2/-,18 Jun 2020,-,-,11 Jun 2020,17 Jun 2020,-
501343,MOTOGENFIN,Motor & General Finance Ltd,19 Jun 2020,Stock  Split From Rs.10/- to Rs.5/-,22 Jun 2020,-,-,15 Jun 2020,19 Jun 2020,-
541161,KBCGLOBAL,KBC Global Ltd,02 Jul 2020,Stock  Split From Rs.10/- to Rs.2/-,03 Jul 2020,-,-,26 Jun 2020,02 Jul 2020,-
532937,KUANTUM,Kuantum Papers Ltd,14 Jul 2020,Stock  Split From Rs.10/- to Rs.1/-,15 Jul 2020,-,-,08 Jul 2020,14 Jul 2020,-
531065,OSWALOR,Oswal Overseas Ltd,13 Aug 2020,Stock  Split From Rs.10/- to Rs.5/-,14 Aug 2020,-,-,07 Aug 2020,13 Aug 2020,-
505200,EICHERMOT,Eicher Motors Ltd,24 Aug 2020,Stock  Split From Rs.10/- to Rs.1/-,25 Aug 2020,-,-,19 Aug 2020,24 Aug 2020,-
523160,MORGANITE,Morganite Crucible India Ltd,31 Aug 2020,Stock  Split From Rs.10/- to Rs.5/-,01 Sep 2020,-,-,25 Aug 2020,31 Aug 2020,-
539097,URSUGAR,UR Sugar Industries Ltd,03 Sep 2020,Stock  Split From Rs.10/- to Rs.2/-,04 Sep 2020,-,-,28 Aug 2020,03 Sep 2020,-
539354,POLYSPIN,Polyspin Exports Ltd,07 Sep 2020,Stock  Split From Rs.10/- to Rs.5/-,08 Sep 2020,-,-,02 Sep 2020,07 Sep 2020,-
540222,LAURUSLABS,Laurus Labs Ltd,29 Sep 2020,Stock  Split From Rs.10/- to Rs.2/-,30 Sep 2020,-,-,23 Sep 2020,29 Sep 2020,-
524226,GAEL,Gujarat Ambuja Exports Ltd,01 Oct 2020,Stock  Split From Rs.2/- to Rs.1/-,05 Oct 2020,-,-,25 Sep 2020,01 Oct 2020,-
540259,SHANGAR,Shangar Decor Ltd,12 Oct 2020,Stock  Split From Rs.10/- to Rs.5/-,13 Oct 2020,-,-,06 Oct 2020,12 Oct 2020,-
507514,SDBL,Som Distilleries & Breweries Ltd,15 Oct 2020,Stock  Split From Rs.10/- to Rs.5/-,16 Oct 2020,-,-,09 Oct 2020,15 Oct 2020,-
523232,CONTPTR,Continental Petroleums Ltd,05 Nov 2020,Stock  Split From Rs.10/- to Rs.5/-,06 Nov 2020,-,-,29 Oct 2020,05 Nov 2020,-
533758,APLAPOLLO,APL Apollo Tubes Ltd,15 Dec 2020,Stock  Split From Rs.10/- to Rs.2/-,16 Dec 2020,-,-,09 Dec 2020,15 Dec 2020,-
540492,STARLENT,Starlineps Enterprises Ltd,22 Dec 2020,Stock  Split From Rs.10/- to Rs.5/-,23 Dec 2020,-,-,16 Dec 2020,22 Dec 2020,-
505590,SVPGLOB,SVP Global Textiles Ltd,14 Jan 2021,Stock  Split From Rs.10/- to Rs.1/-,15 Jan 2021,-,-,08 Jan 2021,14 Jan 2021,-
532674,BASML,Bannari Amman Spinning Mills Ltd,12 Feb 2021,Stock  Split From Rs.10/- to Rs.5/-,15 Feb 2021,-,-,08 Feb 2021,12 Feb 2021,-
534755,TRIOMERC,Trio Mercantile & Trading Ltd,09 Mar 2021,Stock  Split From Rs.10/- to Rs.2/-,10 Mar 2021,-,-,03 Mar 2021,09 Mar 2021,-
538970,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,17 Mar 2021,Stock  Split From Rs.10/- to Rs.1/-,18 Mar 2021,-,-,10 Mar 2021,17 Mar 2021,-
540699,DIXON,Dixon Technologies (India) Ltd,18 Mar 2021,Stock  Split From Rs.10/- to Rs.2/-,19 Mar 2021,-,-,12 Mar 2021,18 Mar 2021,-
540006,EASTWEST,East West Freight Carriers Ltd,30 Mar 2021,Stock  Split From Rs.10/- to Rs.2/-,31 Mar 2021,-,-,23 Mar 2021,26 Mar 2021,-
539359,PRITIKAUTO,Pritika Auto Industries Ltd,09 Apr 2021,Stock  Split From Rs.10/- to Rs.2/-,13 Apr 2021,-,-,06 Apr 2021,09 Apr 2021,-
526951,STYLAMIND,Stylam Industries Ltd,12 Apr 2021,Stock  Split From Rs.10/- to Rs.5/-,15 Apr 2021,-,-,07 Apr 2021,13 Apr 2021,-
500940,FINPIPE,Finolex Industries Ltd,15 Apr 2021,Stock  Split From Rs.10/- to Rs.2/-,16 Apr 2021,-,-,07 Apr 2021,15 Apr 2021,-
535602,SHARDAMOTR,Sharda Motor Industries Ltd,16 Apr 2021,Stock  Split From Rs.10/- to Rs.2/-,19 Apr 2021,-,-,08 Apr 2021,16 Apr 2021,-
532156,VAIBHAVGBL,Vaibhav Global Ltd,07 May 2021,Stock  Split From Rs.10/- to Rs.2/-,10 May 2021,-,-,03 May 2021,07 May 2021,-
506767,ALKYLAMINE,Alkyl Amines Chemicals Ltd,11 May 2021,Stock  Split From Rs.5/- to Rs.2/-,12 May 2021,-,-,05 May 2021,11 May 2021,-
539519,SATTVASUKU,Sattva Sukun Lifecare Ltd,11 May 2021,Stock  Split From Rs.10/- to Rs.5/-,13 May 2021,-,-,06 May 2021,11 May 2021,-
505750,JOSTS,Josts Engineering Company Ltd,20 May 2021,Stock  Split From Rs.10/- to Rs.5/-,21 May 2021,-,-,14 May 2021,20 May 2021,-
507265,EMERALL,Emerald Leisures Ltd,24 May 2021,Stock  Split From Rs.10/- to Rs.5/-,25 May 2021,-,-,18 May 2021,21 May 2021,-
540614,GGENG,G G Engineering Ltd,21 Jun 2021,Stock  Split From Rs.10/- to Rs.2/-,22 Jun 2021,-,-,15 Jun 2021,21 Jun 2021,-
533506,INVENTURE,Inventure Growth & Securities Ltd,24 Jun 2021,Stock  Split From Rs.10/- to Rs.1/-,25 Jun 2021,-,-,18 Jun 2021,24 Jun 2021,-
524444,EVEXIA,Evexia Lifecare Ltd,26 Jul 2021,Stock  Split From Rs.10/- to Rs.2/-,27 Jul 2021,-,-,19 Jul 2021,26 Jul 2021,-
590005,VEEDOL,Veedol Corporation Ltd,26 Jul 2021,Stock  Split From Rs.5/- to Rs.2/-,27 Jul 2021,-,-,-,26 Jul 2021,-
